*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Oct 18, 2016; 16:14:02

*RUN   1        : SIMPLE TEMPLAT EXPERIMEN
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : SANT7001 MZ                                                   
 TREATMENT  1   : SIMPLE TEMPLAT EXPERIMEN

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   CDAD   LDAD   SDAD   SNW0C   SNW1C
 1971 001   138    78   18.0      4   1.69   2226   1854      0   3056   5175      0    0.0  0.000   1094      0  0.000  0.000  0.154  0.000   1.15   0.00   0.21      0   1094     76.0   0.00   0.00   0.95   3.98   4.00   4.00   4.00   4.00   4.00   0.47   0.00   0.00   0.00      0      0      0       0     435
 1971 002   139    79   18.0      4   1.66   2184   1921      0   3094   5364      0    0.0  0.000   1259      0  0.000  0.080  0.143  0.000   1.15   0.00   0.23      0   1259     76.1   0.00   0.00   0.97   3.96   4.00   4.00   4.00   4.00   4.00   0.56   0.00   0.00   0.00      0      0      0       0     451
 1971 003   140    80   18.0      4   1.63   2140   1989      0   3113   5560      0    0.0  0.000   1431      0  0.000  0.000  0.134  0.000   1.16   0.00   0.26      0   1431     76.4   0.00   0.00   0.98   4.00   4.00   4.00   4.00   4.00   4.00   0.62   0.00   0.00   0.00      0      0      0       0     466
 1971 004   141    81   18.0      4   1.61   2093   2049      0   3151   5724      0    0.0  0.000   1581      0  0.000  0.000  0.127  0.000   1.17   0.00   0.28      0   1581     76.8   0.00   0.00   0.99   4.00   4.00   4.00   4.00   4.00   4.00   0.72   0.00   0.00   0.00      0      0      0       0     482
 1971 005   142    82   18.0      4   1.58   2045   2109      0   3200   5886      0    0.0  0.000   1732      0  0.000  0.000  0.120  0.000   1.18   0.00   0.29      0   1732     77.4   0.00   0.00   1.00   3.98   4.00   4.00   3.99   4.00   4.00   0.87   0.00   0.00   0.00      0      0      0       0     498
 1971 006   143    83   18.0      5   1.55   2045   2109    181   3200   6067   1434   12.6  0.030   1913      7  0.000  0.000  0.189  0.000   1.14   9.48   0.32      0   1913     75.6   0.00   0.00   1.01   3.96   4.00   4.00   3.97   4.00   3.99   0.90   0.00   0.00   0.00      0      0      0       0     514
 1971 007   144    84   18.0      5   1.51   2045   2109    303   3193   6189   1434   21.1  0.049   2035      7  0.000  0.000  0.199  0.000   1.12  14.90   0.33      0   2035     73.7   0.00   0.00   1.02   3.94   4.00   4.00   3.95   3.99   3.98   0.92   0.00   0.00   0.00      0      0      0       0     530
 1971 008   145    85   18.0      5   1.47   2045   2109    425   3207   6311   1434   29.6  0.067   2157      7  0.000  0.000  0.203  0.000   1.10  19.71   0.34      0   2157     71.9   0.00   0.00   1.03   3.92   4.00   4.00   3.93   4.00   3.99   0.99   0.00   0.00   0.00      0      0      0       0     546
 1971 009   146    86   18.0      5   1.43   2045   2109    541   3202   6426   1434   37.7  0.084   2272      7  0.000  0.000  0.216  0.000   1.08  23.79   0.35      0   2272     70.0   0.00   0.00   1.03   3.94   4.00   4.00   3.91   3.98   3.98   1.01   0.00   0.00   0.00      0      0      0       0     562
 1971 010   147    87   18.0      5   1.40   2045   2109    646   3186   6532   1434   45.1  0.099   2378      7  0.000  0.000  0.224  0.000   1.07  27.18   0.36      0   2378     68.2   0.00   0.00   1.04   3.92   3.98   3.98   3.89   3.96   3.96   1.00   0.00   0.00   0.00      0      0      0       0     578
 1971 011   148    88   18.0      5   1.36   2045   2091    768   3170   6636   1434   53.6  0.116   2500      7  0.000  0.000  0.232  0.000   1.05  30.73   0.38      0   2500     66.4   0.00   0.00   1.04   3.92   3.98   3.98   3.89   3.96   3.96   1.00   0.00   0.00   0.00      0      0      0       0     593
 1971 012   149    89   18.0      5   1.32   2045   2109    890   3176   6776   1434   62.1  0.131   2622      7  0.000  0.000  0.242  0.000   1.02  33.95   0.39      0   2622     64.7   0.00   0.00   1.05   3.98   4.00   4.00   3.91   3.94   3.95   1.03   0.00   0.00   0.00      0      0      0       0     609
 1971 013   150    90   18.0      5   1.29   2045   2109   1012   3192   6898   1434   70.6  0.147   2743      7  0.000  0.000  0.247  0.000   1.00  36.88   0.40      0   2743     62.9   0.00   0.00   1.06   4.00   4.00   4.00   3.95   3.92   3.96   1.08   0.00   0.00   0.00      0      0      0       0     625
 1971 014   151    91   18.0      5   1.25   2045   2109   1134   3210   7019   1434   79.1  0.162   2865      7  0.000  0.000  0.260  0.000   0.98  39.57   0.41      0   2865     61.2   0.00   0.00   1.07   4.00   4.00   4.00   3.99   3.91   3.97   1.13   0.00   0.00   0.00      0      0      0       0     641
 1971 015   152    92   18.0      5   1.22   2045   2109   1256   3225   7141   1434   87.6  0.176   2987      7  0.000  0.000  0.266  0.000   0.96  42.03   0.42      0   2987     59.5   0.00   0.00   1.08   4.00   4.00   4.00   4.00   3.89   3.97   1.17   0.00   0.00   0.00      0      0      0       0     657
 1971 016   153    93   18.0      5   1.18   2045   2109   1378   3240   7263   1434   96.1  0.190   3109      7  0.000  0.000  0.274  0.000   0.94  44.31   0.43      0   3109     57.8   0.00   0.00   1.09   3.98   4.00   4.00   4.00   3.87   3.98   1.21   0.00   0.00   0.00      0      0      0       0     673
 1971 017   154    94   18.0      5   1.15   2045   2109   1499   3251   7385   1434  104.6  0.203   3231      7  0.000  0.000  0.280  0.000   0.92  46.41   0.44      0   3231     56.2   0.00   0.00   1.10   3.96   4.00   4.00   4.00   3.85   3.99   1.25   0.00   0.00   0.00      0      0      0       0     690
 1971 018   155    95   18.0      5   1.12   2045   2109   1621   3257   7507   1434  113.1  0.216   3353      7  0.000  0.000  0.289  0.000   0.90  48.36   0.45      0   3353     54.6   0.00   0.00   1.12   4.00   4.00   4.00   4.00   3.84   3.99   1.27   0.00   0.00   0.00      0      0      0       0     706
 1971 019   156    96   18.0      5   1.08   2045   2109   1743   3244   7629   1434  121.6  0.228   3475      7  0.000  0.000  0.295  0.000   0.88  50.17   0.46      0   3475     53.0   0.00   0.00   1.13   3.99   3.99   3.99   3.99   3.82   3.97   1.27   0.00   0.00   0.00      0      0      0       0     722
 1971 020   157    97   18.0      5   1.05   2045   2109   1865   3247   7751   1434  130.1  0.241   3597      7  0.000  0.000  0.304  0.000   0.86  51.86   0.46      0   3597     51.4   0.00   0.00   1.14   4.00   4.00   4.00   4.00   3.80   3.97   1.28   0.00   0.00   0.00      0      0      0       0     738
 1971 021   158    98   18.0      5   1.02   2045   2109   1987   3241   7873   1434  138.6  0.252   3719      7  0.000  0.000  0.316  0.000   0.84  53.43   0.47      0   3719     49.9   0.00   0.00   1.15   4.00   4.00   4.00   4.00   3.78   3.96   1.28   0.00   0.00   0.00      0      0      0       0     755
 1971 022   159    99   18.0      5   0.99   2045   2109   2109   3241   7994   1434  147.1  0.264   3840      7  0.000  0.000  0.327  0.000   0.83  54.91   0.48      0   3840     48.4   0.00   0.00   1.16   4.00   4.00   4.00   4.00   3.76   3.96   1.29   0.00   0.00   0.00      0      0      0       0     771
 1971 023   160   100   18.0      5   0.96   2045   2086   2231   3225   8093   1434  155.6  0.276   3962      7  0.000  0.000  0.337  0.000   0.81  56.30   0.49      0   3962     46.9   0.00   0.00   1.16   4.00   4.00   4.00   4.00   3.76   3.96   1.29   0.00   0.00   0.00      0      0      0       0     787
 1971 024   161   101   18.0      5   0.93   2045   2098   2353   3214   8227   1434  164.1  0.286   4084      7  0.000  0.000  0.350  0.000   0.79  57.60   0.50      0   4084     45.4   0.00   0.00   1.17   4.00   4.00   4.00   3.99   3.75   3.94   1.28   0.00   0.00   0.00      0      0      0       0     803
 1971 025   162   102   18.0      5   0.90   2045   2109   2474   3213   8360   1434  172.6  0.296   4206      7  0.000  0.000  0.360  0.000   0.78  58.83   0.50      0   4206     44.0   0.00   0.00   1.17   4.00   4.00   4.00   4.00   3.73   3.94   1.29   0.00   0.00   0.00      0      0      0       0     819
 1971 026   163   103   18.0      5   0.87   2045   2086   2596   3197   8458   1434  181.1  0.307   4328      7  0.000  0.000  0.369  0.000   0.77  59.99   0.51      0   4328     42.6   0.00   0.00   1.17   4.00   4.00   4.00   4.00   3.73   3.94   1.29   0.00   0.00   0.00      0      0      0       0     835
 1971 027   164   104   18.0      5   0.84   2045   2067   2718   3181   8561   1434  189.6  0.317   4450      7  0.000  0.000  0.379  0.000   0.76  61.09   0.52      0   4450     41.2   0.00   0.00   1.17   4.00   4.00   4.00   4.00   3.73   3.94   1.29   0.00   0.00   0.00      0      0      0       0     851
 1971 028   165   105   18.0      5   0.81   2045   2041   2840   3165   8658   1434  198.1  0.328   4572      7  0.000  0.000  0.382  0.000   0.75  62.12   0.53      0   4572     39.9   0.00   0.00   1.17   4.00   4.00   4.00   4.00   3.73   3.94   1.29   0.00   0.00   0.00      0      0      0       0     867
 1971 029   166   106   18.0      5   0.79   2045   2015   2962   3149   8754   1434  206.6  0.338   4694      7  0.000  0.000  0.387  0.000   0.74  63.11   0.54      0   4694     38.5   0.00   0.00   1.17   4.00   4.00   4.00   4.00   3.73   3.94   1.29   0.00   0.00   0.00      0      0      0       0     883
 1971 030   167   107   18.0      5   0.76   2045   2022   3084   3137   8882   1434  215.1  0.347   4815      7  0.000  0.000  0.394  0.000   0.72  64.04   0.54      0   4815     37.3   0.00   0.00   1.18   3.99   3.99   3.99   3.98   3.72   3.92   1.28   0.00   0.00   0.00      0      0      0       0     899
 1971 031   168   108   18.0      5   0.74   2045   2025   3206   3123   9007   1434  223.6  0.356   4937      7  0.000  0.000  0.398  0.000   0.71  64.93   0.55      0   4937     36.0   0.00   0.00   1.19   3.98   3.98   3.97   3.97   3.71   3.90   1.27   0.00   0.00   0.00      0      0      0       0     914
 1971 032   169   109   18.0      5   0.71   2045   1990   3328   3107   9094   1434  232.1  0.366   5059      7  0.000  0.000  0.411  0.000   0.70  65.77   0.56      0   5059     34.8   0.00   0.00   1.19   3.98   3.98   3.97   3.97   3.71   3.90   1.27   0.00   0.00   0.00      0      0      0       0     930
 1971 033   170   110   18.0      5   0.69   2045   1990   3450   3092   9216   1434  240.6  0.374   5181      7  0.000  0.000  0.424  0.000   0.68  66.58   0.56      0   5181     33.6   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0     945
 1971 034   171   111   18.0      5   0.66   2045   1970   3571   3076   9318   1434  249.1  0.383   5303      7  0.000  0.000  0.426  0.000   0.67  67.35   0.57      0   5303     32.5   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0     961
 1971 035   172   112   18.0      5   0.64   2045   1897   3693   3061   9367   1434  257.6  0.394   5425      7  0.000  0.000  0.439  0.000   0.67  68.08   0.58      0   5425     31.3   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0     976
 1971 036   173   113   18.0      5   0.62   2045   1825   3815   3046   9416   1434  266.1  0.405   5547      7  0.000  0.000  0.449  0.000   0.67  68.78   0.59      0   5547     30.2   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0     992
 1971 037   174   114   18.0      5   0.60   2045   1795   3937   3030   9508   1434  274.6  0.414   5669      7  0.000  0.000  0.451  0.008   0.66  69.45   0.60      0   5669     29.2   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1007
 1971 038   175   115   18.0      5   0.58   2045   1726   4059   3015   9561   1434  283.1  0.425   5791      7  0.000  0.000  0.444  0.000   0.66  70.10   0.61      0   5791     28.1   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1022
 1971 039   176   116   18.0      5   0.55   2045   1699   4181   3000   9656   1434  291.6  0.433   5912      7  0.000  0.000  0.441  0.000   0.66  70.71   0.61      0   5912     27.1   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1037
 1971 040   177   117   18.0      5   0.54   2045   1676   4303   2985   9755   1434  300.1  0.441   6034      7  0.000  0.000  0.430  0.000   0.65  71.30   0.62      0   6034     26.2   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1052
 1971 041   178   118   18.0      5   0.52   2045   1648   4425   2970   9849   1434  308.6  0.449   6156      7  0.000  0.000  0.434  0.000   0.65  71.87   0.63      0   6156     25.3   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1067
 1971 042   179   119   18.0      5   0.50   2045   1608   4547   2955   9931   1434  317.1  0.458   6278      7  0.000  0.000  0.439  0.000   0.64  72.42   0.63      0   6278     24.4   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1082
 1971 043   180   120   18.0      5   0.48   2045   1556   4668   2941  10000   1434  325.6  0.467   6400      7  0.000  0.000  0.442  0.000   0.64  72.94   0.64      0   6400     23.6   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1097
 1971 044   181   121   18.0      5   0.46   2045   1512   4790   2926  10079   1434  334.1  0.475   6522      7  0.000  0.000  0.444  0.000   0.63  73.45   0.65      0   6522     22.7   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1111
 1971 045   182   122   18.0      5   0.45   2045   1470   4912   2911  10158   1434  342.6  0.484   6644      7  0.000  0.000  0.441  0.000   0.63  73.94   0.65      0   6644     21.9   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1126
 1971 046   183   123   18.0      5   0.43   2045   1423   5034   2897  10234   1434  351.1  0.492   6766      7  0.000  0.000  0.445  0.000   0.62  74.41   0.66      0   6766     21.2   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1141
 1971 047   184   124   18.0      5   0.42   2045   1366   5156   2882  10298   1434  359.6  0.501   6888      7  0.000  0.000  0.448  0.000   0.62  74.86   0.67      0   6888     20.4   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1155
 1971 048   185   125   18.0      5   0.40   2045   1309   5192   2868  10277   1434  362.1  0.505   6923      7  0.000  0.000  0.447  0.000   0.64  74.99   0.67      0   6923     19.7   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1169
 1971 049   186   126   18.0      5   0.40   2045   1309   5192   2868  10277   1434  362.1  0.505   6923      7  0.000  0.000  0.447  0.000   0.64  74.99   0.67      0   6923     19.7   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1169
 1971 050   187   127   18.0      5   0.40   2045   1309   5192   2868  10277   1434  362.1  0.505   6923      7  0.000  0.000  0.447  0.000   0.64  74.99   0.67      0   6923     19.7   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1169
 1971 051   188   128   18.0      5   0.40   2045   1309   5192   2868  10277   1434  362.1  0.505   6923      7  0.000  0.000  0.447  0.000   0.64  74.99   0.67      0   6923     19.7   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1169
 1971 052   189   129   18.0      5   0.40   2045   1309   5192   2868  10277   1434  362.1  0.505   6923      7  0.000  0.000  0.447  0.000   0.64  74.99   0.67      0   6923     19.7   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1169
 1971 053   190   130   18.0      5   0.40   2045   1309   5192   2868  10277   1434  362.1  0.505   6923      7  0.000  0.000  0.447  0.000   0.64  74.99   0.67      0   6923     19.7   0.00   0.00   1.20   3.96   3.96   3.95   3.95   3.69   3.88   1.27   0.00   0.00   0.00      0      0      0       0    1169

*DSSAT Cropping System Model Ver. 4.0.2.000               Oct 18, 2016; 16:14:02

*RUN   2        : SIMPLE TEMPLAT EXPERIMEN
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : SANT7001 MZ                                                   
 TREATMENT  1   : SIMPLE TEMPLAT EXPERIMEN

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   CDAD   LDAD   SDAD   SNW0C   SNW1C
 1971 288    60     0    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 289    61     1    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.08   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 290    62     2    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 291    63     3    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 292    64     4    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.14   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 293    65     5    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.17   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 294    66     6    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 295    67     7    1.0      1   0.00     14     14      0     14     28      0    0.0  0.000      0      0  0.000  0.000  0.012  0.000   4.40   0.00   0.00      0      0     22.3   0.00   0.00   0.19   0.27   0.13   0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 296    68     8    2.0      1   0.01     14     14      0     14     28      0    0.0  0.000      0      0  0.000  0.000  0.015  0.000   4.52   0.00   0.00      0      0     42.3   0.00   0.00   0.20   0.26   0.14   0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1971 297    69     9    2.0      1   0.01     14     14      0     15     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.49   0.00   0.00      0      0     61.6   0.00   0.00   0.21   0.26   0.15   0.02   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
